Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))    misID(gamma cuts(pt+p+eta))    S/sqrt(B+misID)(gamma cuts(pt+p+eta))    S/sqrt(misID)(gamma cuts(pt+p+eta)) 
4.30000e-01   2.40000e+00   1.92792e-04   2.18240e-01   3.39747e-01   1.88968e-02   3.30759e-04   1.40248e-03  
4.30000e-01   2.50000e+00   1.92606e-04   2.18240e-01   3.39424e-01   1.88836e-02   3.30597e-04   1.40161e-03  
4.30000e-01   2.60000e+00   1.92606e-04   2.18240e-01   3.39419e-01   1.88788e-02   3.30599e-04   1.40179e-03  
4.30000e-01   2.70000e+00   1.92606e-04   2.18240e-01   3.39416e-01   1.88758e-02   3.30601e-04   1.40190e-03  
4.30000e-01   2.80000e+00   1.92606e-04   2.18240e-01   3.39408e-01   1.88677e-02   3.30605e-04   1.40220e-03  
4.30000e-01   2.90000e+00   1.92606e-04   2.18240e-01   3.39400e-01   1.88598e-02   3.30608e-04   1.40249e-03  
4.30000e-01   3.00000e+00   1.92420e-04   2.18240e-01   3.39085e-01   1.88549e-02   3.30442e-04   1.40132e-03  
4.30000e-01   3.10000e+00   1.92047e-04   2.17620e-01   3.38453e-01   1.88429e-02   3.30110e-04   1.39905e-03  
4.30000e-01   3.20000e+00   1.92047e-04   2.17620e-01   3.38441e-01   1.88309e-02   3.30116e-04   1.39950e-03  
4.30000e-01   3.30000e+00   1.92047e-04   2.17620e-01   3.38425e-01   1.88152e-02   3.30123e-04   1.40008e-03  
4.30000e-01   3.40000e+00   1.91488e-04   2.17310e-01   3.37460e-01   1.87804e-02   3.29633e-04   1.39730e-03  
4.30000e-01   3.50000e+00   1.91488e-04   2.17310e-01   3.37442e-01   1.87616e-02   3.29642e-04   1.39800e-03  
4.30000e-01   3.60000e+00   1.91488e-04   2.17310e-01   3.37424e-01   1.87442e-02   3.29651e-04   1.39865e-03  
4.30000e-01   3.70000e+00   1.91488e-04   2.17310e-01   3.37401e-01   1.87208e-02   3.29662e-04   1.39952e-03  
4.30000e-01   3.80000e+00   1.91488e-04   2.17310e-01   3.37365e-01   1.86852e-02   3.29680e-04   1.40085e-03  
4.30000e-01   3.90000e+00   1.91302e-04   2.17000e-01   3.37015e-01   1.86450e-02   3.29530e-04   1.40100e-03  
4.30000e-01   4.00000e+00   1.91302e-04   2.17000e-01   3.36981e-01   1.86114e-02   3.29546e-04   1.40226e-03  
4.30000e-01   4.10000e+00   1.91302e-04   2.17000e-01   3.36945e-01   1.85748e-02   3.29564e-04   1.40365e-03  
4.30000e-01   4.20000e+00   1.91116e-04   2.16690e-01   3.36620e-01   1.85597e-02   3.29402e-04   1.40285e-03  
4.30000e-01   4.30000e+00   1.90929e-04   2.16380e-01   3.36266e-01   1.85164e-02   3.29254e-04   1.40312e-03  
4.30000e-01   4.40000e+00   1.90929e-04   2.16380e-01   3.36196e-01   1.84457e-02   3.29289e-04   1.40581e-03  
4.30000e-01   4.50000e+00   1.90743e-04   2.16380e-01   3.35849e-01   1.84085e-02   3.29137e-04   1.40585e-03  
4.30000e-01   4.60000e+00   1.90184e-04   2.15760e-01   3.34863e-01   1.83528e-02   3.28656e-04   1.40386e-03  
4.30000e-01   4.70000e+00   1.89998e-04   2.15450e-01   3.34485e-01   1.82851e-02   3.28519e-04   1.40508e-03  
4.30000e-01   4.80000e+00   1.89812e-04   2.15140e-01   3.34100e-01   1.82095e-02   3.28387e-04   1.40661e-03  
4.30000e-01   4.90000e+00   1.89626e-04   2.14830e-01   3.33724e-01   1.81441e-02   3.28249e-04   1.40776e-03  
4.30000e-01   5.00000e+00   1.88880e-04   2.13590e-01   3.32419e-01   1.80788e-02   3.27600e-04   1.40476e-03  
4.30000e-01   5.10000e+00   1.87949e-04   2.12970e-01   3.30807e-01   1.80170e-02   3.26778e-04   1.40023e-03  
4.30000e-01   5.20000e+00   1.87204e-04   2.12350e-01   3.29486e-01   1.79365e-02   3.26134e-04   1.39780e-03  
4.30000e-01   5.30000e+00   1.87018e-04   2.12040e-01   3.29069e-01   1.78285e-02   3.26017e-04   1.40063e-03  
4.30000e-01   5.40000e+00   1.87018e-04   2.12040e-01   3.28998e-01   1.77578e-02   3.26052e-04   1.40342e-03  
4.30000e-01   5.50000e+00   1.86645e-04   2.11420e-01   3.28284e-01   1.76639e-02   3.25756e-04   1.40435e-03  
4.30000e-01   5.60000e+00   1.85900e-04   2.10800e-01   3.26969e-01   1.75887e-02   3.25107e-04   1.40172e-03  
4.30000e-01   5.70000e+00   1.85528e-04   2.10180e-01   3.26258e-01   1.74979e-02   3.24809e-04   1.40254e-03  
4.30000e-01   5.80000e+00   1.84782e-04   2.08940e-01   3.24917e-01   1.73970e-02   3.24171e-04   1.40095e-03  
4.30000e-01   5.90000e+00   1.84782e-04   2.08940e-01   3.24816e-01   1.72965e-02   3.24221e-04   1.40502e-03  
4.30000e-01   6.00000e+00   1.84782e-04   2.08940e-01   3.24699e-01   1.71788e-02   3.24280e-04   1.40982e-03  
4.30000e-01   6.10000e+00   1.84410e-04   2.08320e-01   3.23985e-01   1.70851e-02   3.23983e-04   1.41083e-03  
4.30000e-01   6.20000e+00   1.84037e-04   2.08010e-01   3.23260e-01   1.69797e-02   3.23691e-04   1.41235e-03  
4.30000e-01   6.30000e+00   1.83665e-04   2.07700e-01   3.22525e-01   1.68652e-02   3.23403e-04   1.41426e-03  
4.30000e-01   6.40000e+00   1.83665e-04   2.07700e-01   3.22415e-01   1.67548e-02   3.23458e-04   1.41891e-03  
4.30000e-01   6.50000e+00   1.83292e-04   2.07700e-01   3.21688e-01   1.66483e-02   3.23167e-04   1.42056e-03  
4.30000e-01   6.60000e+00   1.82920e-04   2.07390e-01   3.20967e-01   1.65473e-02   3.22872e-04   1.42199e-03  
4.30000e-01   6.70000e+00   1.82175e-04   2.06770e-01   3.19613e-01   1.64327e-02   3.22237e-04   1.42113e-03  
4.30000e-01   6.80000e+00   1.81988e-04   2.06770e-01   3.19169e-01   1.62985e-02   3.22132e-04   1.42551e-03  
4.30000e-01   6.90000e+00   1.81988e-04   2.06770e-01   3.19076e-01   1.62056e-02   3.22179e-04   1.42959e-03  
4.30000e-01   7.00000e+00   1.81430e-04   2.05840e-01   3.18039e-01   1.60992e-02   3.21712e-04   1.42990e-03  
4.30000e-01   7.10000e+00   1.81057e-04   2.05220e-01   3.17308e-01   1.59885e-02   3.21421e-04   1.43190e-03  
4.30000e-01   7.20000e+00   1.80871e-04   2.04910e-01   3.16887e-01   1.58769e-02   3.21304e-04   1.43544e-03  
4.30000e-01   7.30000e+00   1.80684e-04   2.04600e-01   3.16469e-01   1.57692e-02   3.21185e-04   1.43885e-03  
4.30000e-01   7.40000e+00   1.80312e-04   2.03980e-01   3.15739e-01   1.56595e-02   3.20893e-04   1.44091e-03  
4.30000e-01   7.50000e+00   1.80126e-04   2.03670e-01   3.15304e-01   1.55340e-02   3.20783e-04   1.44522e-03  
4.30000e-01   7.60000e+00   1.79381e-04   2.02740e-01   3.13920e-01   1.53902e-02   3.20159e-04   1.44595e-03  
4.30000e-01   7.70000e+00   1.78635e-04   2.01500e-01   3.12580e-01   1.52897e-02   3.19512e-04   1.44467e-03  
4.30000e-01   7.80000e+00   1.77518e-04   1.99950e-01   3.10614e-01   1.51842e-02   3.18516e-04   1.44061e-03  
4.30000e-01   7.90000e+00   1.76586e-04   1.99020e-01   3.08974e-01   1.50942e-02   3.17685e-04   1.43731e-03  
4.30000e-01   8.00000e+00   1.76400e-04   1.98710e-01   3.08581e-01   1.50107e-02   3.17552e-04   1.43979e-03  
4.30000e-01   8.10000e+00   1.75469e-04   1.98400e-01   3.06929e-01   1.49095e-02   3.16724e-04   1.43704e-03  
4.30000e-01   8.20000e+00   1.75283e-04   1.98400e-01   3.06517e-01   1.48070e-02   3.16600e-04   1.44047e-03  
4.30000e-01   8.30000e+00   1.74910e-04   1.97780e-01   3.05768e-01   1.46780e-02   3.16314e-04   1.44371e-03  
4.30000e-01   8.40000e+00   1.74724e-04   1.97780e-01   3.05324e-01   1.45443e-02   3.16207e-04   1.44879e-03  
4.30000e-01   8.50000e+00   1.74351e-04   1.97780e-01   3.04578e-01   1.44177e-02   3.15919e-04   1.45203e-03  
4.30000e-01   8.60000e+00   1.73792e-04   1.97160e-01   3.03544e-01   1.43138e-02   3.15442e-04   1.45263e-03  
4.30000e-01   8.70000e+00   1.73420e-04   1.96540e-01   3.02791e-01   1.41810e-02   3.15157e-04   1.45628e-03  
4.30000e-01   8.80000e+00   1.71930e-04   1.94990e-01   3.00195e-01   1.40645e-02   3.13797e-04   1.44973e-03  
4.30000e-01   8.90000e+00   1.71371e-04   1.94060e-01   2.99167e-01   1.39671e-02   3.13314e-04   1.45005e-03  
4.30000e-01   9.00000e+00   1.69881e-04   1.91890e-01   2.96572e-01   1.38522e-02   3.11946e-04   1.44339e-03  
4.30000e-01   9.10000e+00   1.69322e-04   1.90960e-01   2.95513e-01   1.37232e-02   3.11476e-04   1.44539e-03  
4.30000e-01   9.20000e+00   1.68763e-04   1.90340e-01   2.94494e-01   1.36340e-02   3.10985e-04   1.44533e-03  
4.30000e-01   9.30000e+00   1.67832e-04   1.88790e-01   2.92833e-01   1.35232e-02   3.10144e-04   1.44322e-03  
4.30000e-01   9.40000e+00   1.67087e-04   1.88170e-01   2.91489e-01   1.34194e-02   3.09478e-04   1.44237e-03  
4.30000e-01   9.50000e+00   1.66714e-04   1.87860e-01   2.90768e-01   1.33176e-02   3.09171e-04   1.44464e-03  
4.30000e-01   9.60000e+00   1.66155e-04   1.86930e-01   2.89730e-01   1.32100e-02   3.08686e-04   1.44565e-03  
4.30000e-01   9.70000e+00   1.65783e-04   1.86310e-01   2.88995e-01   1.30951e-02   3.08385e-04   1.44872e-03  
4.30000e-01   9.80000e+00   1.65410e-04   1.85690e-01   2.88268e-01   1.29882e-02   3.08080e-04   1.45140e-03  
4.30000e-01   9.90000e+00   1.64851e-04   1.84760e-01   2.87221e-01   1.28710e-02   3.07599e-04   1.45307e-03  
4.40000e-01   0.00000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   2.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   3.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   4.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   5.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   6.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   7.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   8.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   9.00000e-01   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.00000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.10000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.20000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.30000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.40000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.50000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.60000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.70000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.80000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   1.90000e+00   1.89998e-04   2.15140e-01   3.34278e-01   1.80781e-02   3.28621e-04   1.41310e-03  
4.40000e-01   2.00000e+00   1.89998e-04   2.15140e-01   3.34276e-01   1.80759e-02   3.28622e-04   1.41319e-03  
4.40000e-01   2.10000e+00   1.89998e-04   2.15140e-01   3.34274e-01   1.80735e-02   3.28623e-04   1.41328e-03  
4.40000e-01   2.20000e+00   1.89998e-04   2.15140e-01   3.34268e-01   1.80676e-02   3.28626e-04   1.41351e-03  
4.40000e-01   2.30000e+00   1.89998e-04   2.15140e-01   3.34268e-01   1.80676e-02   3.28626e-04   1.41351e-03  
4.40000e-01   2.40000e+00   1.89812e-04   2.14830e-01   3.33955e-01   1.80655e-02   3.28457e-04   1.41221e-03  
4.40000e-01   2.50000e+00   1.89626e-04   2.14830e-01   3.33632e-01   1.80523e-02   3.28294e-04   1.41134e-03  
4.40000e-01   2.60000e+00   1.89626e-04   2.14830e-01   3.33628e-01   1.80475e-02   3.28296e-04   1.41152e-03  
4.40000e-01   2.70000e+00   1.89626e-04   2.14830e-01   3.33626e-01   1.80462e-02   3.28297e-04   1.41158e-03  
4.40000e-01   2.80000e+00   1.89626e-04   2.14830e-01   3.33618e-01   1.80381e-02   3.28301e-04   1.41189e-03  
4.40000e-01   2.90000e+00   1.89626e-04   2.14830e-01   3.33616e-01   1.80359e-02   3.28302e-04   1.41198e-03  
4.40000e-01   3.00000e+00   1.89439e-04   2.14830e-01   3.33303e-01   1.80326e-02   3.28134e-04   1.41072e-03  
4.40000e-01   3.10000e+00   1.89067e-04   2.14210e-01   3.32671e-01   1.80206e-02   3.27799e-04   1.40842e-03  
4.40000e-01   3.20000e+00   1.89067e-04   2.14210e-01   3.32660e-01   1.80101e-02   3.27804e-04   1.40882e-03  
4.40000e-01   3.30000e+00   1.89067e-04   2.14210e-01   3.32644e-01   1.79944e-02   3.27812e-04   1.40944e-03  
4.40000e-01   3.40000e+00   1.88694e-04   2.14210e-01   3.31997e-01   1.79668e-02   3.27485e-04   1.40774e-03  
4.40000e-01   3.50000e+00   1.88694e-04   2.14210e-01   3.31978e-01   1.79480e-02   3.27494e-04   1.40848e-03  
4.40000e-01   3.60000e+00   1.88694e-04   2.14210e-01   3.31963e-01   1.79330e-02   3.27502e-04   1.40907e-03  
4.40000e-01   3.70000e+00   1.88694e-04   2.14210e-01   3.31941e-01   1.79111e-02   3.27513e-04   1.40993e-03  
4.40000e-01   3.80000e+00   1.88694e-04   2.14210e-01   3.31910e-01   1.78797e-02   3.27528e-04   1.41117e-03  
4.40000e-01   3.90000e+00   1.88508e-04   2.13900e-01   3.31561e-01   1.78407e-02   3.27377e-04   1.41132e-03  
4.40000e-01   4.00000e+00   1.88508e-04   2.13900e-01   3.31529e-01   1.78092e-02   3.27392e-04   1.41256e-03  
4.40000e-01   4.10000e+00   1.88508e-04   2.13900e-01   3.31493e-01   1.77726e-02   3.27411e-04   1.41401e-03  
4.40000e-01   4.20000e+00   1.88322e-04   2.13590e-01   3.31172e-01   1.77620e-02   3.27245e-04   1.41304e-03  
4.40000e-01   4.30000e+00   1.88135e-04   2.13280e-01   3.30822e-01   1.77224e-02   3.27094e-04   1.41322e-03  
4.40000e-01   4.40000e+00   1.88135e-04   2.13280e-01   3.30763e-01   1.76626e-02   3.27124e-04   1.41561e-03  
4.40000e-01   4.50000e+00   1.87949e-04   2.13280e-01   3.30423e-01   1.76328e-02   3.26968e-04   1.41540e-03  
4.40000e-01   4.60000e+00   1.87390e-04   2.12660e-01   3.29446e-01   1.75858e-02   3.26479e-04   1.41308e-03  
4.40000e-01   4.70000e+00   1.87204e-04   2.12350e-01   3.29073e-01   1.75229e-02   3.26339e-04   1.41420e-03  
4.40000e-01   4.80000e+00   1.87018e-04   2.12040e-01   3.28707e-01   1.74673e-02   3.26196e-04   1.41504e-03  
4.40000e-01   4.90000e+00   1.86831e-04   2.11730e-01   3.28344e-01   1.74140e-02   3.26051e-04   1.41580e-03  
4.40000e-01   5.00000e+00   1.86086e-04   2.10490e-01   3.27050e-01   1.73603e-02   3.25392e-04   1.41233e-03  
4.40000e-01   5.10000e+00   1.85341e-04   2.09870e-01   3.25765e-01   1.73146e-02   3.24728e-04   1.40853e-03  
4.40000e-01   5.20000e+00   1.84782e-04   2.09250e-01   3.24759e-01   1.72395e-02   3.24250e-04   1.40734e-03  
4.40000e-01   5.30000e+00   1.84596e-04   2.08940e-01   3.24348e-01   1.71379e-02   3.24129e-04   1.41008e-03  
4.40000e-01   5.40000e+00   1.84596e-04   2.08940e-01   3.24281e-01   1.70710e-02   3.24162e-04   1.41284e-03  
4.40000e-01   5.50000e+00   1.84224e-04   2.08320e-01   3.23579e-01   1.69891e-02   3.23858e-04   1.41338e-03  
4.40000e-01   5.60000e+00   1.83479e-04   2.07700e-01   3.22267e-01   1.69172e-02   3.23204e-04   1.41066e-03  
4.40000e-01   5.70000e+00   1.83106e-04   2.07080e-01   3.21567e-01   1.68371e-02   3.22899e-04   1.41114e-03  
4.40000e-01   5.80000e+00   1.82547e-04   2.06150e-01   3.20563e-01   1.67633e-02   3.22417e-04   1.40992e-03  
4.40000e-01   5.90000e+00   1.82547e-04   2.06150e-01   3.20474e-01   1.66741e-02   3.22462e-04   1.41369e-03  
4.40000e-01   6.00000e+00   1.82547e-04   2.06150e-01   3.20363e-01   1.65632e-02   3.22518e-04   1.41841e-03  
4.40000e-01   6.10000e+00   1.82175e-04   2.05530e-01   3.19660e-01   1.64799e-02   3.22214e-04   1.41909e-03  
4.40000e-01   6.20000e+00   1.81802e-04   2.05220e-01   3.18944e-01   1.63844e-02   3.21915e-04   1.42031e-03  
4.40000e-01   6.30000e+00   1.81430e-04   2.04910e-01   3.18217e-01   1.62774e-02   3.21622e-04   1.42205e-03  
4.40000e-01   6.40000e+00   1.81430e-04   2.04910e-01   3.18119e-01   1.61791e-02   3.21672e-04   1.42637e-03  
4.40000e-01   6.50000e+00   1.81057e-04   2.04910e-01   3.17404e-01   1.60838e-02   3.21373e-04   1.42765e-03  
4.40000e-01   6.60000e+00   1.80871e-04   2.04910e-01   3.17001e-01   1.59906e-02   3.21246e-04   1.43033e-03  
4.40000e-01   6.70000e+00   1.80312e-04   2.04290e-01   3.15962e-01   1.58819e-02   3.20780e-04   1.43078e-03  
4.40000e-01   6.80000e+00   1.80126e-04   2.04290e-01   3.15532e-01   1.57622e-02   3.20667e-04   1.43472e-03  
4.40000e-01   6.90000e+00   1.80126e-04   2.04290e-01   3.15451e-01   1.56806e-02   3.20708e-04   1.43845e-03  
4.40000e-01   7.00000e+00   1.79567e-04   2.03360e-01   3.14417e-01   1.55769e-02   3.20238e-04   1.43875e-03  
4.40000e-01   7.10000e+00   1.79194e-04   2.02740e-01   3.13693e-01   1.54734e-02   3.19942e-04   1.44056e-03  
4.40000e-01   7.20000e+00   1.79008e-04   2.02430e-01   3.13284e-01   1.53739e-02   3.19818e-04   1.44371e-03  
4.40000e-01   7.30000e+00   1.78822e-04   2.02120e-01   3.12870e-01   1.52696e-02   3.19697e-04   1.44713e-03  
4.40000e-01   7.40000e+00   1.78449e-04   2.01500e-01   3.12149e-01   1.51687e-02   3.19399e-04   1.44891e-03  
4.40000e-01   7.50000e+00   1.78263e-04   2.01190e-01   3.11723e-01   1.50527e-02   3.19284e-04   1.45296e-03  
4.40000e-01   7.60000e+00   1.77518e-04   2.00260e-01   3.10344e-01   1.49139e-02   3.18655e-04   1.45360e-03  
4.40000e-01   7.70000e+00   1.76959e-04   1.99330e-01   3.09319e-01   1.48190e-02   3.18177e-04   1.45366e-03  
4.40000e-01   7.80000e+00   1.75841e-04   1.97780e-01   3.07360e-01   1.47204e-02   3.17174e-04   1.44931e-03  
4.40000e-01   7.90000e+00   1.74910e-04   1.96850e-01   3.05727e-01   1.46374e-02   3.16335e-04   1.44571e-03  
4.40000e-01   8.00000e+00   1.74724e-04   1.96540e-01   3.05345e-01   1.45651e-02   3.16196e-04   1.44776e-03  
4.40000e-01   8.10000e+00   1.73792e-04   1.96230e-01   3.03700e-01   1.44695e-02   3.15362e-04   1.44479e-03  
4.40000e-01   8.20000e+00   1.73606e-04   1.96230e-01   3.03294e-01   1.43739e-02   3.15234e-04   1.44803e-03  
4.40000e-01   8.30000e+00   1.73234e-04   1.95610e-01   3.02552e-01   1.42522e-02   3.14943e-04   1.45108e-03  
4.40000e-01   8.40000e+00   1.73047e-04   1.95610e-01   3.02122e-01   1.41323e-02   3.14828e-04   1.45566e-03  
4.40000e-01   8.50000e+00   1.72675e-04   1.95610e-01   3.01380e-01   1.40098e-02   3.14537e-04   1.45886e-03  
4.40000e-01   8.60000e+00   1.72116e-04   1.94990e-01   3.00349e-01   1.39092e-02   3.14057e-04   1.45939e-03  
4.40000e-01   8.70000e+00   1.71743e-04   1.94370e-01   2.99609e-01   1.37894e-02   3.13763e-04   1.46254e-03  
4.40000e-01   8.80000e+00   1.70253e-04   1.92820e-01   2.97015e-01   1.36747e-02   3.12397e-04   1.45592e-03  
4.40000e-01   8.90000e+00   1.69694e-04   1.91890e-01   2.95996e-01   1.35857e-02   3.11907e-04   1.45589e-03  
4.40000e-01   9.00000e+00   1.68204e-04   1.89720e-01   2.93407e-01   1.34772e-02   3.10528e-04   1.44889e-03  
4.40000e-01   9.10000e+00   1.67645e-04   1.88790e-01   2.92354e-01   1.33537e-02   3.10054e-04   1.45075e-03  
4.40000e-01   9.20000e+00   1.67087e-04   1.88170e-01   2.91341e-01   1.32709e-02   3.09557e-04   1.45041e-03  
4.40000e-01   9.30000e+00   1.66155e-04   1.86620e-01   2.89685e-01   1.31649e-02   3.08710e-04   1.44812e-03  
4.40000e-01   9.40000e+00   1.65410e-04   1.86000e-01   2.88343e-01   1.30632e-02   3.08040e-04   1.44723e-03  
4.40000e-01   9.50000e+00   1.65038e-04   1.85690e-01   2.87624e-01   1.29643e-02   3.07730e-04   1.44946e-03  
4.40000e-01   9.60000e+00   1.64479e-04   1.84760e-01   2.86595e-01   1.28651e-02   3.07238e-04   1.45012e-03  
4.40000e-01   9.70000e+00   1.64106e-04   1.84140e-01   2.85864e-01   1.27538e-02   3.06934e-04   1.45313e-03  
4.40000e-01   9.80000e+00   1.63734e-04   1.83520e-01   2.85144e-01   1.26543e-02   3.06624e-04   1.45552e-03  
4.40000e-01   9.90000e+00   1.63361e-04   1.82900e-01   2.84416e-01   1.25457e-02   3.06318e-04   1.45848e-03  
4.50000e-01   0.00000e+00   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   1.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   2.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   3.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   4.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   5.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   6.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   7.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   8.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   9.00000e-01   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   1.00000e+00   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   1.10000e+00   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   1.20000e+00   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
4.50000e-01   1.30000e+00   1.87763e-04   2.13280e-01   3.29817e-01   1.73373e-02   3.26944e-04   1.42600e-03  
