Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))    misID(gamma cuts(pt+p+eta))    S/sqrt(B+misID)(gamma cuts(pt+p+eta))    S/sqrt(misID)(gamma cuts(pt+p+eta)) 
7.00000e-01   2.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   4.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   5.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   6.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   7.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   8.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   9.00000e-01   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.00000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.10000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.20000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.30000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.40000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.50000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.60000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.70000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.80000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   1.90000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.00000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.10000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.20000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.30000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.40000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.50000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.60000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.70000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.80000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   2.90000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.00000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.10000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.20000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.30000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.40000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.50000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.60000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.70000e+00   1.29459e-04   1.44460e-01   2.22622e-01   7.17235e-03   2.74378e-04   1.52863e-03  
7.00000e-01   3.80000e+00   1.29459e-04   1.44460e-01   2.22617e-01   7.16718e-03   2.74381e-04   1.52918e-03  
7.00000e-01   3.90000e+00   1.29459e-04   1.44460e-01   2.22617e-01   7.16718e-03   2.74381e-04   1.52918e-03  
7.00000e-01   4.00000e+00   1.29459e-04   1.44460e-01   2.22608e-01   7.15771e-03   2.74387e-04   1.53020e-03  
7.00000e-01   4.10000e+00   1.29459e-04   1.44460e-01   2.22606e-01   7.15601e-03   2.74388e-04   1.53038e-03  
7.00000e-01   4.20000e+00   1.29273e-04   1.44150e-01   2.22296e-01   7.15601e-03   2.74184e-04   1.52818e-03  
7.00000e-01   4.30000e+00   1.29087e-04   1.43840e-01   2.21986e-01   7.15601e-03   2.73980e-04   1.52597e-03  
7.00000e-01   4.40000e+00   1.29087e-04   1.43840e-01   2.21983e-01   7.15271e-03   2.73982e-04   1.52633e-03  
7.00000e-01   4.50000e+00   1.29087e-04   1.43840e-01   2.21983e-01   7.15271e-03   2.73982e-04   1.52633e-03  
7.00000e-01   4.60000e+00   1.28901e-04   1.43530e-01   2.21671e-01   7.15097e-03   2.73779e-04   1.52431e-03  
7.00000e-01   4.70000e+00   1.28901e-04   1.43530e-01   2.21666e-01   7.14638e-03   2.73782e-04   1.52480e-03  
7.00000e-01   4.80000e+00   1.28901e-04   1.43530e-01   2.21664e-01   7.14399e-03   2.73784e-04   1.52505e-03  
7.00000e-01   4.90000e+00   1.28901e-04   1.43530e-01   2.21664e-01   7.14399e-03   2.73784e-04   1.52505e-03  
7.00000e-01   5.00000e+00   1.28714e-04   1.43220e-01   2.21354e-01   7.14399e-03   2.73579e-04   1.52285e-03  
7.00000e-01   5.10000e+00   1.28714e-04   1.43220e-01   2.21348e-01   7.13836e-03   2.73583e-04   1.52345e-03  
7.00000e-01   5.20000e+00   1.28714e-04   1.43220e-01   2.21341e-01   7.13114e-03   2.73587e-04   1.52422e-03  
7.00000e-01   5.30000e+00   1.28714e-04   1.43220e-01   2.21332e-01   7.12202e-03   2.73593e-04   1.52520e-03  
7.00000e-01   5.40000e+00   1.28714e-04   1.43220e-01   2.21330e-01   7.11976e-03   2.73594e-04   1.52544e-03  
7.00000e-01   5.50000e+00   1.28714e-04   1.43220e-01   2.21326e-01   7.11642e-03   2.73597e-04   1.52580e-03  
7.00000e-01   5.60000e+00   1.28714e-04   1.43220e-01   2.21323e-01   7.11342e-03   2.73598e-04   1.52612e-03  
7.00000e-01   5.70000e+00   1.28714e-04   1.43220e-01   2.21314e-01   7.10418e-03   2.73604e-04   1.52711e-03  
7.00000e-01   5.80000e+00   1.28714e-04   1.43220e-01   2.21310e-01   7.10007e-03   2.73607e-04   1.52755e-03  
7.00000e-01   5.90000e+00   1.28714e-04   1.43220e-01   2.21304e-01   7.09433e-03   2.73610e-04   1.52817e-03  
7.00000e-01   6.00000e+00   1.28714e-04   1.43220e-01   2.21294e-01   7.08370e-03   2.73617e-04   1.52932e-03  
7.00000e-01   6.10000e+00   1.28528e-04   1.42910e-01   2.20975e-01   7.07539e-03   2.73417e-04   1.52800e-03  
7.00000e-01   6.20000e+00   1.28528e-04   1.42910e-01   2.20969e-01   7.06937e-03   2.73421e-04   1.52865e-03  
7.00000e-01   6.30000e+00   1.28156e-04   1.42600e-01   2.20342e-01   7.06214e-03   2.73016e-04   1.52500e-03  
7.00000e-01   6.40000e+00   1.28156e-04   1.42600e-01   2.20332e-01   7.05227e-03   2.73023e-04   1.52607e-03  
7.00000e-01   6.50000e+00   1.27969e-04   1.42600e-01   2.20014e-01   7.04403e-03   2.72823e-04   1.52474e-03  
7.00000e-01   6.60000e+00   1.27969e-04   1.42600e-01   2.20009e-01   7.03900e-03   2.72826e-04   1.52528e-03  
7.00000e-01   6.70000e+00   1.27969e-04   1.42600e-01   2.20004e-01   7.03366e-03   2.72829e-04   1.52586e-03  
7.00000e-01   6.80000e+00   1.27969e-04   1.42600e-01   2.19996e-01   7.02563e-03   2.72834e-04   1.52673e-03  
7.00000e-01   6.90000e+00   1.27969e-04   1.42600e-01   2.19991e-01   7.02147e-03   2.72837e-04   1.52719e-03  
7.00000e-01   7.00000e+00   1.27783e-04   1.42290e-01   2.19672e-01   7.01217e-03   2.72638e-04   1.52597e-03  
7.00000e-01   7.10000e+00   1.27597e-04   1.41980e-01   2.19343e-01   6.99315e-03   2.72444e-04   1.52582e-03  
7.00000e-01   7.20000e+00   1.27597e-04   1.41980e-01   2.19324e-01   6.97432e-03   2.72456e-04   1.52788e-03  
7.00000e-01   7.30000e+00   1.27597e-04   1.41980e-01   2.19320e-01   6.97008e-03   2.72459e-04   1.52834e-03  
7.00000e-01   7.40000e+00   1.27597e-04   1.41980e-01   2.19304e-01   6.95412e-03   2.72468e-04   1.53010e-03  
7.00000e-01   7.50000e+00   1.27411e-04   1.41670e-01   2.18981e-01   6.94146e-03   2.72271e-04   1.52925e-03  
7.00000e-01   7.60000e+00   1.27224e-04   1.41360e-01   2.18657e-01   6.92683e-03   2.72075e-04   1.52863e-03  
7.00000e-01   7.70000e+00   1.26852e-04   1.40740e-01   2.18019e-01   6.90881e-03   2.71675e-04   1.52614e-03  
7.00000e-01   7.80000e+00   1.26479e-04   1.40430e-01   2.17391e-01   6.90094e-03   2.71268e-04   1.52253e-03  
7.00000e-01   7.90000e+00   1.25920e-04   1.40120e-01   2.16449e-01   6.88871e-03   2.70656e-04   1.51714e-03  
7.00000e-01   8.00000e+00   1.25920e-04   1.40120e-01   2.16442e-01   6.88241e-03   2.70660e-04   1.51784e-03  
7.00000e-01   8.10000e+00   1.25548e-04   1.40120e-01   2.15813e-01   6.87310e-03   2.70253e-04   1.51437e-03  
7.00000e-01   8.20000e+00   1.25362e-04   1.40120e-01   2.15486e-01   6.85578e-03   2.70057e-04   1.51403e-03  
7.00000e-01   8.30000e+00   1.25175e-04   1.39810e-01   2.15150e-01   6.83002e-03   2.69866e-04   1.51463e-03  
7.00000e-01   8.40000e+00   1.24989e-04   1.39810e-01   2.14830e-01   6.81980e-03   2.69665e-04   1.51351e-03  
7.00000e-01   8.50000e+00   1.24989e-04   1.39810e-01   2.14811e-01   6.80086e-03   2.69677e-04   1.51562e-03  
7.00000e-01   8.60000e+00   1.24616e-04   1.39500e-01   2.14172e-01   6.78198e-03   2.69274e-04   1.51320e-03  
7.00000e-01   8.70000e+00   1.24616e-04   1.39500e-01   2.14151e-01   6.76094e-03   2.69287e-04   1.51555e-03  
7.00000e-01   8.80000e+00   1.24244e-04   1.38880e-01   2.13509e-01   6.73896e-03   2.68885e-04   1.51349e-03  
7.00000e-01   8.90000e+00   1.24244e-04   1.38880e-01   2.13499e-01   6.72857e-03   2.68892e-04   1.51465e-03  
7.00000e-01   9.00000e+00   1.23499e-04   1.37950e-01   2.12246e-01   6.71567e-03   2.68067e-04   1.50702e-03  
7.00000e-01   9.10000e+00   1.23499e-04   1.37950e-01   2.12218e-01   6.68786e-03   2.68084e-04   1.51015e-03  
7.00000e-01   9.20000e+00   1.23499e-04   1.37950e-01   2.12204e-01   6.67434e-03   2.68093e-04   1.51167e-03  
7.00000e-01   9.30000e+00   1.23126e-04   1.37330e-01   2.11569e-01   6.65917e-03   2.67685e-04   1.50883e-03  
7.00000e-01   9.40000e+00   1.22754e-04   1.37330e-01   2.10931e-01   6.64143e-03   2.67278e-04   1.50627e-03  
7.00000e-01   9.50000e+00   1.22567e-04   1.37020e-01   2.10602e-01   6.62224e-03   2.67081e-04   1.50616e-03  
7.00000e-01   9.60000e+00   1.22009e-04   1.36090e-01   2.09652e-01   6.60160e-03   2.66466e-04   1.50164e-03  
7.00000e-01   9.70000e+00   1.21822e-04   1.35780e-01   2.09314e-01   6.57381e-03   2.66273e-04   1.50251e-03  
7.00000e-01   9.80000e+00   1.21636e-04   1.35470e-01   2.08981e-01   6.55064e-03   2.66078e-04   1.50287e-03  
7.00000e-01   9.90000e+00   1.21636e-04   1.35470e-01   2.08956e-01   6.52634e-03   2.66094e-04   1.50566e-03  
7.10000e-01   0.00000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   4.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   5.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   6.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   7.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   8.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   9.00000e-01   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.00000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.10000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.20000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.30000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.40000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.50000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.60000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.70000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.80000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   1.90000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.00000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.10000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.20000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.30000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.40000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.50000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.60000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.70000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.80000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   2.90000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.00000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.10000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.20000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.30000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.40000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.50000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.60000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.70000e+00   1.26852e-04   1.41050e-01   2.18061e-01   6.95076e-03   2.71649e-04   1.52153e-03  
7.10000e-01   3.80000e+00   1.26852e-04   1.41050e-01   2.18056e-01   6.94558e-03   2.71652e-04   1.52210e-03  
7.10000e-01   3.90000e+00   1.26852e-04   1.41050e-01   2.18056e-01   6.94558e-03   2.71652e-04   1.52210e-03  
7.10000e-01   4.00000e+00   1.26852e-04   1.41050e-01   2.18048e-01   6.93850e-03   2.71656e-04   1.52287e-03  
7.10000e-01   4.10000e+00   1.26852e-04   1.41050e-01   2.18047e-01   6.93680e-03   2.71657e-04   1.52306e-03  
7.10000e-01   4.20000e+00   1.26665e-04   1.40740e-01   2.17737e-01   6.93680e-03   2.71451e-04   1.52082e-03  
7.10000e-01   4.30000e+00   1.26479e-04   1.40430e-01   2.17427e-01   6.93680e-03   2.71245e-04   1.51859e-03  
7.10000e-01   4.40000e+00   1.26479e-04   1.40430e-01   2.17423e-01   6.93350e-03   2.71247e-04   1.51895e-03  
7.10000e-01   4.50000e+00   1.26479e-04   1.40430e-01   2.17423e-01   6.93350e-03   2.71247e-04   1.51895e-03  
7.10000e-01   4.60000e+00   1.26293e-04   1.40120e-01   2.17112e-01   6.93175e-03   2.71042e-04   1.51690e-03  
7.10000e-01   4.70000e+00   1.26293e-04   1.40120e-01   2.17107e-01   6.92717e-03   2.71045e-04   1.51740e-03  
7.10000e-01   4.80000e+00   1.26293e-04   1.40120e-01   2.17105e-01   6.92478e-03   2.71047e-04   1.51766e-03  
7.10000e-01   4.90000e+00   1.26293e-04   1.40120e-01   2.17105e-01   6.92478e-03   2.71047e-04   1.51766e-03  
7.10000e-01   5.00000e+00   1.26107e-04   1.39810e-01   2.16795e-01   6.92478e-03   2.70840e-04   1.51543e-03  
7.10000e-01   5.10000e+00   1.26107e-04   1.39810e-01   2.16789e-01   6.91915e-03   2.70844e-04   1.51604e-03  
7.10000e-01   5.20000e+00   1.26107e-04   1.39810e-01   2.16782e-01   6.91193e-03   2.70848e-04   1.51683e-03  
7.10000e-01   5.30000e+00   1.26107e-04   1.39810e-01   2.16773e-01   6.90281e-03   2.70854e-04   1.51784e-03  
7.10000e-01   5.40000e+00   1.26107e-04   1.39810e-01   2.16771e-01   6.90055e-03   2.70855e-04   1.51808e-03  
7.10000e-01   5.50000e+00   1.26107e-04   1.39810e-01   2.16767e-01   6.89721e-03   2.70858e-04   1.51845e-03  
7.10000e-01   5.60000e+00   1.26107e-04   1.39810e-01   2.16764e-01   6.89421e-03   2.70859e-04   1.51878e-03  
7.10000e-01   5.70000e+00   1.26107e-04   1.39810e-01   2.16755e-01   6.88496e-03   2.70865e-04   1.51980e-03  
7.10000e-01   5.80000e+00   1.26107e-04   1.39810e-01   2.16751e-01   6.88086e-03   2.70868e-04   1.52026e-03  
7.10000e-01   5.90000e+00   1.26107e-04   1.39810e-01   2.16748e-01   6.87791e-03   2.70870e-04   1.52058e-03  
7.10000e-01   6.00000e+00   1.26107e-04   1.39810e-01   2.16737e-01   6.86729e-03   2.70876e-04   1.52176e-03  
7.10000e-01   6.10000e+00   1.25920e-04   1.39500e-01   2.16419e-01   6.85897e-03   2.70675e-04   1.52043e-03  
7.10000e-01   6.20000e+00   1.25920e-04   1.39500e-01   2.16413e-01   6.85295e-03   2.70679e-04   1.52110e-03  
7.10000e-01   6.30000e+00   1.25548e-04   1.39190e-01   2.15788e-01   6.84788e-03   2.70269e-04   1.51716e-03  
7.10000e-01   6.40000e+00   1.25548e-04   1.39190e-01   2.15778e-01   6.83800e-03   2.70275e-04   1.51825e-03  
7.10000e-01   6.50000e+00   1.25362e-04   1.39190e-01   2.15461e-01   6.83140e-03   2.70072e-04   1.51673e-03  
7.10000e-01   6.60000e+00   1.25362e-04   1.39190e-01   2.15456e-01   6.82637e-03   2.70075e-04   1.51729e-03  
7.10000e-01   6.70000e+00   1.25362e-04   1.39190e-01   2.15451e-01   6.82102e-03   2.70078e-04   1.51789e-03  
7.10000e-01   6.80000e+00   1.25362e-04   1.39190e-01   2.15445e-01   6.81451e-03   2.70083e-04   1.51861e-03  
7.10000e-01   6.90000e+00   1.25362e-04   1.39190e-01   2.15440e-01   6.81035e-03   2.70085e-04   1.51908e-03  
7.10000e-01   7.00000e+00   1.25175e-04   1.38880e-01   2.15124e-01   6.80450e-03   2.69882e-04   1.51747e-03  
7.10000e-01   7.10000e+00   1.24989e-04   1.38570e-01   2.14795e-01   6.78547e-03   2.69686e-04   1.51734e-03  
7.10000e-01   7.20000e+00   1.24989e-04   1.38570e-01   2.14777e-01   6.76664e-03   2.69698e-04   1.51945e-03  
7.10000e-01   7.30000e+00   1.24989e-04   1.38570e-01   2.14772e-01   6.76241e-03   2.69701e-04   1.51992e-03  
7.10000e-01   7.40000e+00   1.24989e-04   1.38570e-01   2.14759e-01   6.74871e-03   2.69710e-04   1.52146e-03  
7.10000e-01   7.50000e+00   1.24803e-04   1.38260e-01   2.14438e-01   6.73799e-03   2.69509e-04   1.52040e-03  
7.10000e-01   7.60000e+00   1.24803e-04   1.38260e-01   2.14426e-01   6.72565e-03   2.69517e-04   1.52180e-03  
7.10000e-01   7.70000e+00   1.24430e-04   1.37640e-01   2.13788e-01   6.70764e-03   2.69113e-04   1.51929e-03  
7.10000e-01   7.80000e+00   1.24058e-04   1.37330e-01   2.13160e-01   6.69977e-03   2.68702e-04   1.51563e-03  
7.10000e-01   7.90000e+00   1.24058e-04   1.37330e-01   2.13148e-01   6.68753e-03   2.68710e-04   1.51702e-03  
7.10000e-01   8.00000e+00   1.24058e-04   1.37330e-01   2.13141e-01   6.68123e-03   2.68714e-04   1.51773e-03  
7.10000e-01   8.10000e+00   1.23685e-04   1.37330e-01   2.12515e-01   6.67469e-03   2.68301e-04   1.51392e-03  
7.10000e-01   8.20000e+00   1.23499e-04   1.37330e-01   2.12190e-01   6.65997e-03   2.68102e-04   1.51330e-03  
7.10000e-01   8.30000e+00   1.23313e-04   1.37020e-01   2.11854e-01   6.63421e-03   2.67910e-04   1.51395e-03  
7.10000e-01   8.40000e+00   1.23126e-04   1.37020e-01   2.11534e-01   6.62399e-03   2.67707e-04   1.51283e-03  
7.10000e-01   8.50000e+00   1.23126e-04   1.37020e-01   2.11518e-01   6.60759e-03   2.67718e-04   1.51471e-03  
7.10000e-01   8.60000e+00   1.22754e-04   1.36710e-01   2.10879e-01   6.58870e-03   2.67312e-04   1.51229e-03  
7.10000e-01   8.70000e+00   1.22754e-04   1.36710e-01   2.10858e-01   6.56767e-03   2.67325e-04   1.51471e-03  
7.10000e-01   8.80000e+00   1.22381e-04   1.36090e-01   2.10216e-01   6.54569e-03   2.66921e-04   1.51264e-03  
7.10000e-01   8.90000e+00   1.22381e-04   1.36090e-01   2.10208e-01   6.53799e-03   2.66925e-04   1.51353e-03  
7.10000e-01   9.00000e+00   1.21636e-04   1.35160e-01   2.08955e-01   6.52509e-03   2.66094e-04   1.50581e-03  
7.10000e-01   9.10000e+00   1.21636e-04   1.35160e-01   2.08931e-01   6.50060e-03   2.66110e-04   1.50864e-03  
7.10000e-01   9.20000e+00   1.21636e-04   1.35160e-01   2.08921e-01   6.49073e-03   2.66116e-04   1.50979e-03  
7.10000e-01   9.30000e+00   1.21264e-04   1.34540e-01   2.08286e-01   6.47555e-03   2.65705e-04   1.50692e-03  
7.10000e-01   9.40000e+00   1.20891e-04   1.34540e-01   2.07650e-01   6.45977e-03   2.65294e-04   1.50413e-03  
7.10000e-01   9.50000e+00   1.20705e-04   1.34230e-01   2.07321e-01   6.44058e-03   2.65096e-04   1.50405e-03  
7.10000e-01   9.60000e+00   1.20146e-04   1.33300e-01   2.06372e-01   6.42165e-03   2.64475e-04   1.49929e-03  
7.10000e-01   9.70000e+00   1.19960e-04   1.32990e-01   2.06034e-01   6.39386e-03   2.64281e-04   1.50022e-03  
7.10000e-01   9.80000e+00   1.19773e-04   1.32680e-01   2.05701e-01   6.37069e-03   2.64084e-04   1.50061e-03  
7.10000e-01   9.90000e+00   1.19773e-04   1.32680e-01   2.05676e-01   6.34639e-03   2.64100e-04   1.50348e-03  
7.20000e-01   0.00000e+00   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   1.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   2.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   3.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   4.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   5.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   6.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   7.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   8.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   9.00000e-01   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   1.00000e+00   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   1.10000e+00   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   1.20000e+00   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
7.20000e-01   1.30000e+00   1.24616e-04   1.37950e-01   2.14128e-01   6.73774e-03   2.69301e-04   1.51816e-03  
